GENE,TYPE,DATABASE
gene:plasmid:18175,PLASMID,ACLAME
gene:plasmid:18183,PLASMID,ACLAME
gene:plasmid:18184,PLASMID,ACLAME
gene:plasmid:18185,IS,ACLAME
gene:plasmid:18186,PLASMID,ACLAME
gene:plasmid:18188,PLASMID,ACLAME
gene:plasmid:18189,PLASMID,ACLAME
gene:plasmid:18190,PLASMID,ACLAME
gene:plasmid:18191,PLASMID,ACLAME
gene:plasmid:18192,PLASMID,ACLAME
gene:plasmid:18201,PLASMID,ACLAME
gene:plasmid:18272,PLASMID,ACLAME
gene:plasmid:18273,PLASMID,ACLAME
gene:plasmid:18275,PLASMID,ACLAME
gene:plasmid:18277,PLASMID,ACLAME
gene:plasmid:18278,PLASMID,ACLAME
gene:plasmid:18279,PLASMID,ACLAME
gene:plasmid:18283,PLASMID,ACLAME
gene:plasmid:18286,PLASMID,ACLAME
gene:plasmid:18288,PLASMID,ACLAME
gene:plasmid:18289,PLASMID,ACLAME
gene:plasmid:18291,PLASMID,ACLAME
gene:plasmid:18292,PLASMID,ACLAME
gene:plasmid:18293,PLASMID,ACLAME
gene:plasmid:18294,PLASMID,ACLAME
gene:plasmid:18295,PLASMID,ACLAME
gene:plasmid:18296,PLASMID,ACLAME
gene:plasmid:19081,PLASMID,ACLAME
gene:plasmid:19085,PLASMID,ACLAME
gene:plasmid:19088,PLASMID,ACLAME
gene:plasmid:19096,PLASMID,ACLAME
gene:plasmid:19104,PLASMID,ACLAME
gene:plasmid:19124,PLASMID,ACLAME
gene:plasmid:19139,PLASMID,ACLAME
gene:plasmid:19142,PLASMID,ACLAME
gene:plasmid:19144,PLASMID,ACLAME
gene:plasmid:19146,PLASMID,ACLAME
gene:plasmid:19148,PLASMID,ACLAME
gene:plasmid:19149,PLASMID,ACLAME
gene:plasmid:19151,PLASMID,ACLAME
gene:plasmid:19157,PLASMID,ACLAME
gene:plasmid:19159,PLASMID,ACLAME
gene:plasmid:19170,PLASMID,ACLAME
gene:plasmid:19177,IS,ACLAME
gene:plasmid:19179,PLASMID,ACLAME
gene:plasmid:19183,PLASMID,ACLAME
gene:plasmid:19187,PLASMID,ACLAME
gene:plasmid:19190,PLASMID,ACLAME
gene:plasmid:19198,PLASMID,ACLAME
gene:plasmid:19224,PLASMID,ACLAME
gene:plasmid:19225,PLASMID,ACLAME
gene:plasmid:19226,VIRUS,ACLAME
gene:plasmid:19229,PLASMID,ACLAME
gene:plasmid:19261,PLASMID,ACLAME
gene:plasmid:19263,PLASMID,ACLAME
gene:plasmid:19286,PLASMID,ACLAME
gene:plasmid:19294,AMR,ACLAME
gene:plasmid:19313,PLASMID,ACLAME
gene:plasmid:19379,PLASMID,ACLAME
gene:plasmid:19380,PLASMID,ACLAME
gene:plasmid:19383,PLASMID,ACLAME
gene:plasmid:19384,PLASMID,ACLAME
gene:plasmid:19386,PLASMID,ACLAME
gene:plasmid:19387,PLASMID,ACLAME
gene:plasmid:19388,PLASMID,ACLAME
gene:plasmid:19391,PLASMID,ACLAME
gene:plasmid:19393,PLASMID,ACLAME
gene:plasmid:19399,UNCLASSIFIED,ACLAME
gene:plasmid:19400,PLASMID,ACLAME
gene:plasmid:19401,PLASMID,ACLAME
gene:plasmid:19402,PLASMID,ACLAME
gene:plasmid:19403,PLASMID,ACLAME
gene:plasmid:19404,PLASMID,ACLAME
gene:plasmid:19406,PLASMID,ACLAME
gene:plasmid:19407,PLASMID,ACLAME
gene:plasmid:19408,PLASMID,ACLAME
gene:plasmid:19409,PLASMID,ACLAME
gene:plasmid:19410,PLASMID,ACLAME
gene:plasmid:19412,PLASMID,ACLAME
gene:plasmid:19413,PLASMID,ACLAME
gene:plasmid:19414,PLASMID,ACLAME
gene:plasmid:19415,PLASMID,ACLAME
gene:plasmid:19418,PLASMID,ACLAME
gene:plasmid:19420,PLASMID,ACLAME
gene:plasmid:19421,PLASMID,ACLAME
gene:plasmid:19422,PLASMID,ACLAME
gene:plasmid:19423,PLASMID,ACLAME
gene:plasmid:19424,PLASMID,ACLAME
gene:plasmid:19425,PLASMID,ACLAME
gene:plasmid:19426,UNCLASSIFIED,ACLAME
gene:plasmid:19427,UNCLASSIFIED,ACLAME
gene:plasmid:19428,PLASMID,ACLAME
gene:plasmid:19429,PLASMID,ACLAME
gene:plasmid:19430,PLASMID,ACLAME
gene:plasmid:19433,PLASMID,ACLAME
gene:plasmid:19434,PLASMID,ACLAME
gene:plasmid:19437,PLASMID,ACLAME
gene:plasmid:19438,PLASMID,ACLAME
gene:plasmid:19439,PLASMID,ACLAME
gene:plasmid:19440,PLASMID,ACLAME
gene:plasmid:19441,PLASMID,ACLAME
gene:plasmid:19442,PLASMID,ACLAME
gene:plasmid:19444,PLASMID,ACLAME
gene:plasmid:19445,PLASMID,ACLAME
gene:plasmid:19490,PLASMID,ACLAME
gene:plasmid:19491,PLASMID,ACLAME
gene:plasmid:19492,UNCLASSIFIED,ACLAME
gene:plasmid:19493,PLASMID,ACLAME
gene:plasmid:19494,UNCLASSIFIED,ACLAME
gene:plasmid:19495,PLASMID,ACLAME
gene:plasmid:19496,PLASMID,ACLAME
gene:plasmid:19497,PLASMID,ACLAME
gene:plasmid:19498,PLASMID,ACLAME
gene:plasmid:19499,PLASMID,ACLAME
gene:plasmid:19500,PLASMID,ACLAME
gene:plasmid:19504,PLASMID,ACLAME
gene:plasmid:19505,PLASMID,ACLAME
gene:plasmid:19506,PLASMID,ACLAME
gene:plasmid:19507,IS,ACLAME
gene:plasmid:19508,PLASMID,ACLAME
gene:plasmid:19509,PLASMID,ACLAME
gene:plasmid:19510,PLASMID,ACLAME
gene:plasmid:19512,PLASMID,ACLAME
gene:plasmid:19514,TE,ACLAME
gene:plasmid:19515,TE,ACLAME
gene:plasmid:19516,TE,ACLAME
gene:plasmid:19517,PLASMID,ACLAME
gene:plasmid:19518,PLASMID,ACLAME
gene:plasmid:19519,PLASMID,ACLAME
gene:plasmid:19522,PLASMID,ACLAME
gene:plasmid:19523,IS,ACLAME
gene:plasmid:19524,IS,ACLAME
gene:plasmid:19526,IS,ACLAME
gene:plasmid:19527,IS,ACLAME
gene:plasmid:19528,PLASMID,ACLAME
gene:plasmid:19530,PLASMID,ACLAME
gene:plasmid:19532,PLASMID,ACLAME
gene:plasmid:19534,PLASMID,ACLAME
gene:plasmid:19535,PLASMID,ACLAME
gene:plasmid:19536,PLASMID,ACLAME
gene:plasmid:19537,PLASMID,ACLAME
gene:plasmid:19538,PLASMID,ACLAME
gene:plasmid:19539,PLASMID,ACLAME
gene:plasmid:19540,PLASMID,ACLAME
gene:plasmid:19541,PLASMID,ACLAME
gene:plasmid:19544,PLASMID,ACLAME
gene:plasmid:19545,PLASMID,ACLAME
gene:plasmid:19546,PLASMID,ACLAME
gene:plasmid:19547,PLASMID,ACLAME
gene:plasmid:19548,PLASMID,ACLAME
gene:plasmid:19549,PLASMID,ACLAME
gene:plasmid:19550,PLASMID,ACLAME
gene:plasmid:19551,PLASMID,ACLAME
gene:plasmid:19552,PLASMID,ACLAME
gene:plasmid:19553,PLASMID,ACLAME
gene:plasmid:19555,PLASMID,ACLAME
gene:plasmid:19556,PLASMID,ACLAME
gene:plasmid:19557,PLASMID,ACLAME
gene:plasmid:19560,PLASMID,ACLAME
gene:plasmid:19561,PLASMID,ACLAME
gene:plasmid:19566,PLASMID,ACLAME
gene:plasmid:19568,PLASMID,ACLAME
gene:plasmid:19569,PLASMID,ACLAME
gene:plasmid:19570,PLASMID,ACLAME
gene:plasmid:19573,PLASMID,ACLAME
gene:plasmid:19574,PLASMID,ACLAME
gene:plasmid:19575,PLASMID,ACLAME
gene:plasmid:19576,PLASMID,ACLAME
gene:plasmid:19577,PLASMID,ACLAME
gene:plasmid:19578,PLASMID,ACLAME
gene:plasmid:19579,PLASMID,ACLAME
gene:plasmid:19580,PLASMID,ACLAME
gene:plasmid:19582,PLASMID,ACLAME
gene:plasmid:19583,PLASMID,ACLAME
gene:plasmid:19584,PLASMID,ACLAME
gene:plasmid:19585,PLASMID,ACLAME
gene:plasmid:19588,PLASMID,ACLAME
gene:plasmid:19590,PLASMID,ACLAME
gene:plasmid:19592,PLASMID,ACLAME
gene:plasmid:19593,PLASMID,ACLAME
gene:plasmid:19594,PLASMID,ACLAME
gene:plasmid:19595,PLASMID,ACLAME
gene:plasmid:19597,PLASMID,ACLAME
gene:plasmid:19603,PLASMID,ACLAME
gene:plasmid:19604,PLASMID,ACLAME
gene:plasmid:19605,PLASMID,ACLAME
gene:plasmid:19606,PLASMID,ACLAME
gene:plasmid:19607,PLASMID,ACLAME
gene:plasmid:19608,PLASMID,ACLAME
gene:plasmid:19610,PLASMID,ACLAME
gene:plasmid:19611,PLASMID,ACLAME
gene:plasmid:19616,PLASMID,ACLAME
gene:plasmid:19632,AMR,ACLAME
gene:plasmid:19634,AMR,ACLAME
gene:plasmid:19638,TE,ACLAME
gene:plasmid:19641,IS,ACLAME
gene:plasmid:19642,IS,ACLAME
gene:plasmid:19643,PLASMID,ACLAME
gene:plasmid:19644,PLASMID,ACLAME
gene:plasmid:19647,PLASMID,ACLAME
gene:plasmid:19649,PLASMID,ACLAME
gene:plasmid:19650,PLASMID,ACLAME
gene:plasmid:19651,PLASMID,ACLAME
gene:plasmid:19653,PLASMID,ACLAME
gene:plasmid:19654,PLASMID,ACLAME
gene:plasmid:19655,PLASMID,ACLAME
gene:plasmid:19656,PLASMID,ACLAME
gene:plasmid:19658,PLASMID,ACLAME
gene:plasmid:19659,PLASMID,ACLAME
gene:plasmid:19660,PLASMID,ACLAME
gene:plasmid:19661,PLASMID,ACLAME
gene:plasmid:19662,IS,ACLAME
gene:plasmid:19663,TE,ACLAME
gene:plasmid:19664,PLASMID,ACLAME
gene:plasmid:19665,PLASMID,ACLAME
gene:plasmid:19666,PLASMID,ACLAME
gene:plasmid:19667,PLASMID,ACLAME
gene:plasmid:19669,PLASMID,ACLAME
gene:plasmid:19671,TE,ACLAME
gene:plasmid:19672,PLASMID,ACLAME
gene:plasmid:19673,PLASMID,ACLAME
gene:plasmid:19674,PLASMID,ACLAME
gene:plasmid:19675,PLASMID,ACLAME
gene:plasmid:19676,PLASMID,ACLAME
gene:plasmid:19677,PLASMID,ACLAME
gene:plasmid:19678,PLASMID,ACLAME
gene:plasmid:19679,PLASMID,ACLAME
gene:plasmid:19680,PLASMID,ACLAME
gene:plasmid:19686,PLASMID,ACLAME
gene:plasmid:19687,PLASMID,ACLAME
gene:plasmid:19688,PLASMID,ACLAME
gene:plasmid:19689,PLASMID,ACLAME
gene:plasmid:19690,PLASMID,ACLAME
gene:plasmid:19691,PLASMID,ACLAME
gene:plasmid:19692,PLASMID,ACLAME
gene:plasmid:19693,PLASMID,ACLAME
gene:plasmid:19694,PLASMID,ACLAME
gene:plasmid:19695,PLASMID,ACLAME
gene:plasmid:19697,PLASMID,ACLAME
gene:plasmid:19698,PLASMID,ACLAME
gene:plasmid:19699,PLASMID,ACLAME
gene:plasmid:19700,PLASMID,ACLAME
gene:plasmid:19701,PLASMID,ACLAME
gene:plasmid:19702,PLASMID,ACLAME
gene:plasmid:19705,PLASMID,ACLAME
gene:plasmid:19706,PLASMID,ACLAME
gene:plasmid:19707,PLASMID,ACLAME
gene:plasmid:19708,PLASMID,ACLAME
gene:plasmid:19709,PLASMID,ACLAME
gene:plasmid:19710,PLASMID,ACLAME
gene:plasmid:19712,PLASMID,ACLAME
gene:plasmid:19713,PLASMID,ACLAME
gene:plasmid:19714,PLASMID,ACLAME
gene:plasmid:19715,PLASMID,ACLAME
gene:plasmid:19717,PLASMID,ACLAME
gene:plasmid:19718,PLASMID,ACLAME
gene:plasmid:19719,PLASMID,ACLAME
gene:plasmid:19725,PLASMID,ACLAME
gene:plasmid:19727,PLASMID,ACLAME
gene:plasmid:19728,PLASMID,ACLAME
gene:plasmid:19733,IS,ACLAME
gene:plasmid:19734,IS,ACLAME
gene:plasmid:19752,PLASMID,ACLAME
gene:plasmid:19754,PLASMID,ACLAME
gene:plasmid:19756,PLASMID,ACLAME
gene:plasmid:19758,AMR,ACLAME
gene:plasmid:19759,PLASMID,ACLAME
gene:plasmid:19760,PLASMID,ACLAME
gene:plasmid:19765,PLASMID,ACLAME
gene:plasmid:19790,PLASMID,ACLAME
gene:plasmid:19792,PLASMID,ACLAME
gene:plasmid:19793,PLASMID,ACLAME
gene:plasmid:19794,PLASMID,ACLAME
gene:plasmid:19795,PLASMID,ACLAME
gene:plasmid:19796,PLASMID,ACLAME
gene:plasmid:19797,PLASMID,ACLAME
gene:plasmid:19798,PLASMID,ACLAME
gene:plasmid:19799,PLASMID,ACLAME
gene:plasmid:19815,PLASMID,ACLAME
gene:plasmid:19816,PLASMID,ACLAME
gene:plasmid:19817,PLASMID,ACLAME
gene:plasmid:19836,PLASMID,ACLAME
gene:plasmid:19840,VIRUS,ACLAME
gene:plasmid:19845,PLASMID,ACLAME
gene:plasmid:19846,PLASMID,ACLAME
gene:plasmid:19847,PLASMID,ACLAME
gene:plasmid:19848,PLASMID,ACLAME
gene:plasmid:19849,PLASMID,ACLAME
gene:plasmid:19850,PLASMID,ACLAME
gene:plasmid:19872,AMR,ACLAME
gene:plasmid:19923,PLASMID,ACLAME
gene:plasmid:19925,PLASMID,ACLAME
gene:plasmid:19933,PLASMID,ACLAME
gene:plasmid:19937,PLASMID,ACLAME
gene:plasmid:19944,TE,ACLAME
gene:plasmid:19946,TE,ACLAME
gene:plasmid:19948,PLASMID,ACLAME
gene:plasmid:19951,PLASMID,ACLAME
gene:plasmid:19962,UNCLASSIFIED,ACLAME
gene:plasmid:19965,PLASMID,ACLAME
gene:plasmid:19992,PLASMID,ACLAME
gene:plasmid:20020,PLASMID,ACLAME
gene:plasmid:20046,IS,ACLAME
gene:plasmid:20179,IS,ACLAME
gene:plasmid:20239,IS,ACLAME
gene:plasmid:20240,IS,ACLAME
gene:plasmid:20313,PLASMID,ACLAME
gene:plasmid:20352,PLASMID,ACLAME
gene:plasmid:20354,PLASMID,ACLAME
gene:plasmid:20355,PLASMID,ACLAME
gene:plasmid:20356,PLASMID,ACLAME
gene:plasmid:20382,PLASMID,ACLAME
gene:plasmid:20383,PLASMID,ACLAME
gene:plasmid:20384,PLASMID,ACLAME
gene:plasmid:20386,PLASMID,ACLAME
gene:plasmid:20392,PLASMID,ACLAME
gene:plasmid:20393,PLASMID,ACLAME
gene:plasmid:20394,PLASMID,ACLAME
gene:plasmid:20395,PLASMID,ACLAME
gene:plasmid:20396,PLASMID,ACLAME
gene:plasmid:20397,PLASMID,ACLAME
gene:plasmid:20398,PLASMID,ACLAME
gene:plasmid:20399,PLASMID,ACLAME
gene:plasmid:20400,PLASMID,ACLAME
gene:plasmid:20420,TE,ACLAME
gene:plasmid:20421,PLASMID,ACLAME
gene:plasmid:20422,PLASMID,ACLAME
gene:plasmid:20426,TE,ACLAME
gene:plasmid:20427,TE,ACLAME
gene:plasmid:20431,PLASMID,ACLAME
gene:plasmid:20455,PLASMID,ACLAME
gene:plasmid:20497,PLASMID,ACLAME
gene:plasmid:20501,PLASMID,ACLAME
gene:plasmid:20502,PLASMID,ACLAME
gene:plasmid:20503,PLASMID,ACLAME
gene:plasmid:20508,TE,ACLAME
gene:plasmid:20550,PLASMID,ACLAME
gene:plasmid:20551,PLASMID,ACLAME
gene:plasmid:20552,PLASMID,ACLAME
gene:plasmid:20553,TE,ACLAME
gene:plasmid:20554,PLASMID,ACLAME
gene:plasmid:20555,PLASMID,ACLAME
gene:plasmid:20557,TE,ACLAME
gene:plasmid:20560,PLASMID,ACLAME
gene:plasmid:20561,PLASMID,ACLAME
gene:plasmid:20562,PLASMID,ACLAME
gene:plasmid:20563,PLASMID,ACLAME
gene:plasmid:20564,PLASMID,ACLAME
gene:plasmid:20567,PLASMID,ACLAME
gene:plasmid:20572,IS,ACLAME
gene:plasmid:20588,IS,ACLAME
gene:plasmid:20593,TE,ACLAME
gene:plasmid:20595,PLASMID,ACLAME
gene:plasmid:20596,PLASMID,ACLAME
gene:plasmid:20668,PLASMID,ACLAME
gene:plasmid:20669,PLASMID,ACLAME
gene:plasmid:20684,PLASMID,ACLAME
gene:plasmid:20719,TE,ACLAME
gene:plasmid:20722,PLASMID,ACLAME
gene:plasmid:20737,PLASMID,ACLAME
gene:plasmid:20739,PLASMID,ACLAME
gene:plasmid:20772,PLASMID,ACLAME
gene:plasmid:20774,PLASMID,ACLAME
gene:plasmid:20775,PLASMID,ACLAME
gene:plasmid:20779,PLASMID,ACLAME
gene:plasmid:20781,PLASMID,ACLAME
gene:plasmid:20782,PLASMID,ACLAME
gene:plasmid:20787,PLASMID,ACLAME
gene:plasmid:20789,TE,ACLAME
gene:plasmid:20792,PLASMID,ACLAME
gene:plasmid:20793,PLASMID,ACLAME
gene:plasmid:20794,PLASMID,ACLAME
gene:plasmid:20795,PLASMID,ACLAME
gene:plasmid:20796,PLASMID,ACLAME
gene:plasmid:20798,PLASMID,ACLAME
gene:plasmid:20809,TE,ACLAME
gene:plasmid:20813,PLASMID,ACLAME
gene:plasmid:20833,PLASMID,ACLAME
gene:plasmid:20834,PLASMID,ACLAME
gene:plasmid:20835,PLASMID,ACLAME
gene:plasmid:20836,PLASMID,ACLAME
gene:plasmid:20837,PLASMID,ACLAME
gene:plasmid:20842,PLASMID,ACLAME
gene:plasmid:20843,PLASMID,ACLAME
gene:plasmid:20845,PLASMID,ACLAME
gene:plasmid:20855,PLASMID,ACLAME
gene:plasmid:20861,PLASMID,ACLAME
gene:plasmid:20880,PLASMID,ACLAME
gene:plasmid:21016,PLASMID,ACLAME
gene:plasmid:21019,PLASMID,ACLAME
gene:plasmid:21020,PLASMID,ACLAME
gene:plasmid:21021,PLASMID,ACLAME
gene:plasmid:21022,PLASMID,ACLAME
gene:plasmid:21023,PLASMID,ACLAME
gene:plasmid:21024,PLASMID,ACLAME
gene:plasmid:21025,PLASMID,ACLAME
gene:plasmid:21026,PLASMID,ACLAME
gene:plasmid:21027,PLASMID,ACLAME
gene:plasmid:21028,PLASMID,ACLAME
gene:plasmid:21029,PLASMID,ACLAME
gene:plasmid:21030,PLASMID,ACLAME
gene:plasmid:21031,PLASMID,ACLAME
gene:plasmid:21032,PLASMID,ACLAME
gene:plasmid:21033,PLASMID,ACLAME
gene:plasmid:21034,PLASMID,ACLAME
gene:plasmid:21036,PLASMID,ACLAME
gene:plasmid:21038,PLASMID,ACLAME
gene:plasmid:21039,PLASMID,ACLAME
gene:plasmid:21040,PLASMID,ACLAME
gene:plasmid:21041,PLASMID,ACLAME
gene:plasmid:21042,PLASMID,ACLAME
gene:plasmid:21043,PLASMID,ACLAME
gene:plasmid:21044,PLASMID,ACLAME
gene:plasmid:21045,PLASMID,ACLAME
gene:plasmid:21046,PLASMID,ACLAME
gene:plasmid:21047,PLASMID,ACLAME
gene:plasmid:21048,PLASMID,ACLAME
gene:plasmid:21049,PLASMID,ACLAME
gene:plasmid:21050,PLASMID,ACLAME
gene:plasmid:21051,PLASMID,ACLAME
gene:plasmid:21052,PLASMID,ACLAME
gene:plasmid:21053,PLASMID,ACLAME
gene:plasmid:21059,PLASMID,ACLAME
gene:plasmid:21060,PLASMID,ACLAME
gene:plasmid:21061,PLASMID,ACLAME
gene:plasmid:21062,PLASMID,ACLAME
gene:plasmid:21063,PLASMID,ACLAME
gene:plasmid:21064,PLASMID,ACLAME
gene:plasmid:21066,PLASMID,ACLAME
gene:plasmid:21067,PLASMID,ACLAME
gene:plasmid:21069,PLASMID,ACLAME
gene:plasmid:21070,PLASMID,ACLAME
gene:plasmid:21071,PLASMID,ACLAME
gene:plasmid:21072,PLASMID,ACLAME
gene:plasmid:21073,PLASMID,ACLAME
gene:plasmid:21074,PLASMID,ACLAME
gene:plasmid:21075,PLASMID,ACLAME
gene:plasmid:21076,PLASMID,ACLAME
gene:plasmid:21077,PLASMID,ACLAME
gene:plasmid:21079,PLASMID,ACLAME
gene:plasmid:21080,PLASMID,ACLAME
gene:plasmid:21081,PLASMID,ACLAME
gene:plasmid:21083,PLASMID,ACLAME
gene:plasmid:21084,PLASMID,ACLAME
gene:plasmid:21087,PLASMID,ACLAME
gene:plasmid:21089,PLASMID,ACLAME
gene:plasmid:21090,PLASMID,ACLAME
gene:plasmid:21091,PLASMID,ACLAME
gene:plasmid:21092,PLASMID,ACLAME
gene:plasmid:21093,PLASMID,ACLAME
gene:plasmid:21094,PLASMID,ACLAME
gene:plasmid:21095,PLASMID,ACLAME
gene:plasmid:21096,PLASMID,ACLAME
gene:plasmid:21102,PLASMID,ACLAME
gene:plasmid:21104,PLASMID,ACLAME
gene:plasmid:21113,PLASMID,ACLAME
gene:plasmid:21114,PLASMID,ACLAME
gene:plasmid:21115,PLASMID,ACLAME
gene:plasmid:21116,VIRUS,ACLAME
gene:plasmid:21120,PLASMID,ACLAME
gene:plasmid:21121,PLASMID,ACLAME
gene:plasmid:21122,PLASMID,ACLAME
gene:plasmid:21123,PLASMID,ACLAME
gene:plasmid:21124,PLASMID,ACLAME
gene:plasmid:21125,PLASMID,ACLAME
gene:plasmid:21126,PLASMID,ACLAME
gene:plasmid:21127,PLASMID,ACLAME
gene:plasmid:21128,PLASMID,ACLAME
gene:plasmid:21129,PLASMID,ACLAME
gene:plasmid:21130,PLASMID,ACLAME
gene:plasmid:21131,PLASMID,ACLAME
gene:plasmid:21133,PLASMID,ACLAME
gene:plasmid:21134,PLASMID,ACLAME
gene:plasmid:21135,PLASMID,ACLAME
gene:plasmid:21136,PLASMID,ACLAME
gene:plasmid:21137,PLASMID,ACLAME
gene:plasmid:21138,PLASMID,ACLAME
gene:plasmid:21146,PLASMID,ACLAME
gene:plasmid:21147,PLASMID,ACLAME
gene:plasmid:21148,PLASMID,ACLAME
gene:plasmid:21149,PLASMID,ACLAME
gene:plasmid:21150,PLASMID,ACLAME
gene:plasmid:21151,PLASMID,ACLAME
gene:plasmid:21152,PLASMID,ACLAME
gene:plasmid:21156,PLASMID,ACLAME
gene:plasmid:21158,PLASMID,ACLAME
gene:plasmid:21159,PLASMID,ACLAME
gene:plasmid:21162,PLASMID,ACLAME
gene:plasmid:21163,PLASMID,ACLAME
gene:plasmid:21164,PLASMID,ACLAME
gene:plasmid:21174,PLASMID,ACLAME
gene:plasmid:21175,PLASMID,ACLAME
gene:plasmid:21176,PLASMID,ACLAME
gene:plasmid:21177,PLASMID,ACLAME
gene:plasmid:21178,PLASMID,ACLAME
gene:plasmid:21179,PLASMID,ACLAME
gene:plasmid:21180,PLASMID,ACLAME
gene:plasmid:21181,PLASMID,ACLAME
gene:plasmid:21182,PLASMID,ACLAME
gene:plasmid:21183,PLASMID,ACLAME
gene:plasmid:21185,PLASMID,ACLAME
gene:plasmid:21187,PLASMID,ACLAME
gene:plasmid:21189,PLASMID,ACLAME
gene:plasmid:21191,PLASMID,ACLAME
gene:plasmid:21192,PLASMID,ACLAME
gene:plasmid:21193,PLASMID,ACLAME
gene:plasmid:21194,PLASMID,ACLAME
gene:plasmid:21195,PLASMID,ACLAME
gene:plasmid:21196,PLASMID,ACLAME
gene:plasmid:21197,PLASMID,ACLAME
gene:plasmid:21198,PLASMID,ACLAME
gene:plasmid:21199,PLASMID,ACLAME
gene:plasmid:21200,PLASMID,ACLAME
gene:plasmid:21201,PLASMID,ACLAME
gene:plasmid:21202,PLASMID,ACLAME
gene:plasmid:21203,PLASMID,ACLAME
gene:plasmid:21204,PLASMID,ACLAME
gene:plasmid:21207,PLASMID,ACLAME
gene:plasmid:21208,PLASMID,ACLAME
gene:plasmid:21209,PLASMID,ACLAME
gene:plasmid:21210,PLASMID,ACLAME
gene:plasmid:21211,PLASMID,ACLAME
gene:plasmid:21213,PLASMID,ACLAME
gene:plasmid:21214,PLASMID,ACLAME
gene:plasmid:21215,PLASMID,ACLAME
gene:plasmid:21217,PLASMID,ACLAME
gene:plasmid:21220,IS,ACLAME
gene:plasmid:21223,PLASMID,ACLAME
gene:plasmid:21225,PLASMID,ACLAME
gene:plasmid:21226,PLASMID,ACLAME
gene:plasmid:21228,PLASMID,ACLAME
gene:plasmid:21229,PLASMID,ACLAME
gene:plasmid:21231,PLASMID,ACLAME
gene:plasmid:21234,PLASMID,ACLAME
gene:plasmid:21235,PLASMID,ACLAME
gene:plasmid:21236,PLASMID,ACLAME
gene:plasmid:21237,PLASMID,ACLAME
gene:plasmid:21238,PLASMID,ACLAME
gene:plasmid:21239,PLASMID,ACLAME
gene:plasmid:21240,PLASMID,ACLAME
gene:plasmid:21241,PLASMID,ACLAME
gene:plasmid:21242,PLASMID,ACLAME
gene:plasmid:21243,PLASMID,ACLAME
gene:plasmid:21244,PLASMID,ACLAME
gene:plasmid:21245,PLASMID,ACLAME
gene:plasmid:21246,PLASMID,ACLAME
gene:plasmid:21247,PLASMID,ACLAME
gene:plasmid:21248,PLASMID,ACLAME
gene:plasmid:21249,PLASMID,ACLAME
gene:plasmid:21250,PLASMID,ACLAME
gene:plasmid:21251,PLASMID,ACLAME
gene:plasmid:21252,PLASMID,ACLAME
gene:plasmid:21253,PLASMID,ACLAME
gene:plasmid:21254,PLASMID,ACLAME
gene:plasmid:21255,PLASMID,ACLAME
gene:plasmid:21256,PLASMID,ACLAME
gene:plasmid:21257,PLASMID,ACLAME
gene:plasmid:21258,PLASMID,ACLAME
gene:plasmid:21259,PLASMID,ACLAME
gene:plasmid:21260,PLASMID,ACLAME
gene:plasmid:21261,PLASMID,ACLAME
gene:plasmid:21264,PLASMID,ACLAME
gene:plasmid:21265,PLASMID,ACLAME
gene:plasmid:21266,PLASMID,ACLAME
gene:plasmid:21267,PLASMID,ACLAME
gene:plasmid:21268,PLASMID,ACLAME
gene:plasmid:21269,PLASMID,ACLAME
gene:plasmid:21270,PLASMID,ACLAME
gene:plasmid:21271,PLASMID,ACLAME
gene:plasmid:21272,PLASMID,ACLAME
gene:plasmid:21273,PLASMID,ACLAME
gene:plasmid:21274,PLASMID,ACLAME
gene:plasmid:21276,PLASMID,ACLAME
gene:plasmid:21277,PLASMID,ACLAME
gene:plasmid:21278,PLASMID,ACLAME
gene:plasmid:21279,PLASMID,ACLAME
gene:plasmid:21284,PLASMID,ACLAME
gene:plasmid:21285,PLASMID,ACLAME
gene:plasmid:21287,PLASMID,ACLAME
gene:plasmid:21288,PLASMID,ACLAME
gene:plasmid:21289,PLASMID,ACLAME
gene:plasmid:21290,PLASMID,ACLAME
gene:plasmid:21291,PLASMID,ACLAME
gene:plasmid:21292,PLASMID,ACLAME
gene:plasmid:21293,PLASMID,ACLAME
gene:plasmid:21294,PLASMID,ACLAME
gene:plasmid:21295,PLASMID,ACLAME
gene:plasmid:21296,PLASMID,ACLAME
gene:plasmid:21297,PLASMID,ACLAME
gene:plasmid:21298,PLASMID,ACLAME
gene:plasmid:21299,PLASMID,ACLAME
gene:plasmid:21300,PLASMID,ACLAME
gene:plasmid:21301,PLASMID,ACLAME
gene:plasmid:21302,PLASMID,ACLAME
gene:plasmid:21303,PLASMID,ACLAME
gene:plasmid:21304,PLASMID,ACLAME
gene:plasmid:21305,PLASMID,ACLAME
gene:plasmid:21306,PLASMID,ACLAME
gene:plasmid:21309,PLASMID,ACLAME
gene:plasmid:21310,PLASMID,ACLAME
gene:plasmid:21314,PLASMID,ACLAME
gene:plasmid:21317,PLASMID,ACLAME
gene:plasmid:21319,PLASMID,ACLAME
gene:plasmid:21320,PLASMID,ACLAME
gene:plasmid:21321,PLASMID,ACLAME
gene:plasmid:21322,PLASMID,ACLAME
gene:plasmid:21323,PLASMID,ACLAME
gene:plasmid:21324,PLASMID,ACLAME
gene:plasmid:21325,PLASMID,ACLAME
gene:plasmid:21326,PLASMID,ACLAME
gene:plasmid:21327,PLASMID,ACLAME
gene:plasmid:21328,PLASMID,ACLAME
